"","X1","SDG","Estimate","Std.Error","Demographic","Year","Data","District","Direction","Label","Order","SDG_Achievement"
"8880",10297,"literacy",68.58,0.0144327183713814,"RURAL",2017,"EICV","NYABIHU",2,"Literacy",14,68.58
"8881",10298,"literacy",63.4,0.0360318796328758,"SEVERELY-POOR",2017,"EICV","NYABIHU",2,"Literacy",14,63.4
"8882",10299,"literacy",68.2,0.0256164764953743,"POOR",2017,"EICV","NYABIHU",2,"Literacy",14,68.2
"8883",10300,"literacy",72.97,0.0172711498180388,"NON-POOR",2017,"EICV","NYABIHU",2,"Literacy",14,72.97
"8884",10301,"poor",43.9,0.0113065624492535,"TOTAL",2017,"EICV","NYAGATARE",1,"Poverty",1,56.1
"8885",10302,"poor",41.63,0.0162332525708993,"MALE",2017,"EICV","NYAGATARE",1,"Poverty",1,58.37
"8886",10303,"poor",45.95,0.0157200473056899,"FEMALE",2017,"EICV","NYAGATARE",1,"Poverty",1,54.05
"8887",10304,"poor",52.37,0.0328973094656297,"URBAN",2017,"EICV","NYAGATARE",1,"Poverty",1,47.63
"8888",10305,"poor",43.04,0.0119951385408915,"RURAL",2017,"EICV","NYAGATARE",1,"Poverty",1,56.96
"8889",10306,"severely.poor",19.7,0.00943959978292861,"TOTAL",2017,"EICV","NYAGATARE",1,"Severe Poverty",2,80.3
"8890",10307,"severely.poor",19.1,0.0135515662779917,"MALE",2017,"EICV","NYAGATARE",1,"Severe Poverty",2,80.9
"8891",10308,"severely.poor",20.24,0.0131515381067337,"FEMALE",2017,"EICV","NYAGATARE",1,"Severe Poverty",2,79.76
"8892",10309,"severely.poor",26.55,0.0296653510703075,"URBAN",2017,"EICV","NYAGATARE",1,"Severe Poverty",2,73.45
"8893",10310,"severely.poor",19,0.00994805719675777,"RURAL",2017,"EICV","NYAGATARE",1,"Severe Poverty",2,81
"8894",10311,"health.insurance",62.8,0.0110527535508269,"TOTAL",2017,"EICV","NYAGATARE",2,"Have Health Insurance",6,62.8
"8895",10312,"health.insurance",61.83,0.0160406002493897,"MALE",2017,"EICV","NYAGATARE",2,"Have Health Insurance",6,61.83
"8896",10313,"health.insurance",63.68,0.0152390214322288,"FEMALE",2017,"EICV","NYAGATARE",2,"Have Health Insurance",6,63.68
"8897",10314,"health.insurance",60.87,0.0323616609892287,"URBAN",2017,"EICV","NYAGATARE",2,"Have Health Insurance",6,60.87
"8898",10315,"health.insurance",63,0.011724997456696,"RURAL",2017,"EICV","NYAGATARE",2,"Have Health Insurance",6,63
"8899",10316,"health.insurance",53.96,0.0270791828266399,"SEVERELY-POOR",2017,"EICV","NYAGATARE",2,"Have Health Insurance",6,53.96
"8900",10317,"health.insurance",43.95,0.023048188818371,"POOR",2017,"EICV","NYAGATARE",2,"Have Health Insurance",6,43.95
"8901",10318,"health.insurance",74.04,0.0127757151410815,"NON-POOR",2017,"EICV","NYAGATARE",2,"Have Health Insurance",6,74.04
"8902",10319,"care.when.ill",48.9,0.0225890988502365,"TOTAL",2017,"EICV","NYAGATARE",2,"Receive Care When Ill",7,48.9
"8903",10320,"care.when.ill",48.44,0.0355688927721549,"MALE",2017,"EICV","NYAGATARE",2,"Receive Care When Ill",7,48.44
"8904",10321,"care.when.ill",49.22,0.0292220186662873,"FEMALE",2017,"EICV","NYAGATARE",2,"Receive Care When Ill",7,49.22
"8905",10322,"care.when.ill",42.04,0.0612127592921939,"URBAN",2017,"EICV","NYAGATARE",2,"Receive Care When Ill",7,42.04
"8906",10323,"care.when.ill",49.76,0.0242213192692968,"RURAL",2017,"EICV","NYAGATARE",2,"Receive Care When Ill",7,49.76
"8907",10324,"care.when.ill",38.35,0.0529738365660792,"SEVERELY-POOR",2017,"EICV","NYAGATARE",2,"Receive Care When Ill",7,38.35
"8908",10325,"care.when.ill",43.53,0.0456267639150386,"POOR",2017,"EICV","NYAGATARE",2,"Receive Care When Ill",7,43.53
"8909",10326,"care.when.ill",54.55,0.0291984477546901,"NON-POOR",2017,"EICV","NYAGATARE",2,"Receive Care When Ill",7,54.55
"8910",10327,"improved.water",49.38,0.0112579332850738,"TOTAL",2017,"EICV","NYAGATARE",2,"Clean Water",8,49.38
"8911",10328,"improved.water",48.75,0.0161866692678721,"MALE",2017,"EICV","NYAGATARE",2,"Clean Water",8,48.75
"8912",10329,"improved.water",49.96,0.0156648124966745,"FEMALE",2017,"EICV","NYAGATARE",2,"Clean Water",8,49.96
"8913",10330,"improved.water",99.23,0.00544107859278596,"URBAN",2017,"EICV","NYAGATARE",2,"Clean Water",8,99.23
"8914",10331,"improved.water",44.3,0.0117017410333899,"RURAL",2017,"EICV","NYAGATARE",2,"Clean Water",8,44.3
"8915",10332,"improved.water",43.49,0.0261825784966406,"SEVERELY-POOR",2017,"EICV","NYAGATARE",2,"Clean Water",8,43.49
"8916",10333,"improved.water",50.5,0.0235561996643362,"POOR",2017,"EICV","NYAGATARE",2,"Clean Water",8,50.5
"8917",10334,"improved.water",50.97,0.014531432104874,"NON-POOR",2017,"EICV","NYAGATARE",2,"Clean Water",8,50.97
"8918",10335,"improved.sanitation",95.57,0.00464088786285588,"TOTAL",2017,"EICV","NYAGATARE",2,"Improved Sanitation",9,95.57
"8919",10336,"improved.sanitation",95.89,0.00597489352029485,"MALE",2017,"EICV","NYAGATARE",2,"Improved Sanitation",9,95.89
"8920",10337,"improved.sanitation",95.28,0.00698920278046817,"FEMALE",2017,"EICV","NYAGATARE",2,"Improved Sanitation",9,95.28
"8921",10338,"improved.sanitation",99.53,0.00473711971342537,"URBAN",2017,"EICV","NYAGATARE",2,"Improved Sanitation",9,99.53
"8922",10339,"improved.sanitation",95.17,0.0050835179348669,"RURAL",2017,"EICV","NYAGATARE",2,"Improved Sanitation",9,95.17
"8923",10340,"improved.sanitation",97.81,0.00724811045931093,"SEVERELY-POOR",2017,"EICV","NYAGATARE",2,"Improved Sanitation",9,97.81
"8924",10341,"improved.sanitation",91.9,0.0113804417980612,"POOR",2017,"EICV","NYAGATARE",2,"Improved Sanitation",9,91.9
"8925",10342,"improved.sanitation",96.37,0.00614208474067673,"NON-POOR",2017,"EICV","NYAGATARE",2,"Improved Sanitation",9,96.37
"8926",10343,"electric.lighting",15.07,0.00756876262060482,"TOTAL",2017,"EICV","NYAGATARE",2,"Electricity",10,15.07
"8927",10344,"electric.lighting",14.83,0.0108762166294619,"MALE",2017,"EICV","NYAGATARE",2,"Electricity",10,14.83
"8928",10345,"electric.lighting",15.29,0.0105364860903047,"FEMALE",2017,"EICV","NYAGATARE",2,"Electricity",10,15.29
"8929",10346,"electric.lighting",40.38,0.0321785052965554,"URBAN",2017,"EICV","NYAGATARE",2,"Electricity",10,40.38
"8930",10347,"electric.lighting",12.49,0.00744310778166164,"RURAL",2017,"EICV","NYAGATARE",2,"Electricity",10,12.49
"8931",10348,"electric.lighting",4.59,0.0101803820982785,"SEVERELY-POOR",2017,"EICV","NYAGATARE",2,"Electricity",10,4.59
"8932",10349,"electric.lighting",2.88,0.0069477819597107,"POOR",2017,"EICV","NYAGATARE",2,"Electricity",10,2.88
"8933",10350,"electric.lighting",24.01,0.0120406600805117,"NON-POOR",2017,"EICV","NYAGATARE",2,"Electricity",10,24.01
"8934",10351,"primary.attendance",78.4,0.0240691084035706,"TOTAL",2017,"EICV","NYAGATARE",2,"Primary Education",12,78.4
"8935",10352,"primary.attendance",76.9,0.0356113674929868,"MALE",2017,"EICV","NYAGATARE",2,"Primary Education",12,76.9
"8936",10353,"primary.attendance",79.68,0.0326466393510373,"FEMALE",2017,"EICV","NYAGATARE",2,"Primary Education",12,79.68
"8937",10354,"primary.attendance",61.77,0.0906501673712913,"URBAN",2017,"EICV","NYAGATARE",2,"Primary Education",12,61.77
"8938",10355,"primary.attendance",79.75,0.0248744027773079,"RURAL",2017,"EICV","NYAGATARE",2,"Primary Education",12,79.75
"8939",10356,"primary.attendance",65.82,0.0565454576048948,"SEVERELY-POOR",2017,"EICV","NYAGATARE",2,"Primary Education",12,65.82
"8940",10357,"primary.attendance",78.61,0.0453253702943545,"POOR",2017,"EICV","NYAGATARE",2,"Primary Education",12,78.61
"8941",10358,"primary.attendance",84.47,0.0306344235482507,"NON-POOR",2017,"EICV","NYAGATARE",2,"Primary Education",12,84.47
"8942",10359,"secondary.attendance",19.11,0.0220234073127732,"TOTAL",2017,"EICV","NYAGATARE",2,"Secondary Education",13,19.11
"8943",10360,"secondary.attendance",15.89,0.0283384615672479,"MALE",2017,"EICV","NYAGATARE",2,"Secondary Education",13,15.89
"8944",10361,"secondary.attendance",22.61,0.0340993239934991,"FEMALE",2017,"EICV","NYAGATARE",2,"Secondary Education",13,22.61
"8945",10362,"secondary.attendance",19.62,0.0726981303834405,"URBAN",2017,"EICV","NYAGATARE",2,"Secondary Education",13,19.62
"8946",10363,"secondary.attendance",19.06,0.0230779724997851,"RURAL",2017,"EICV","NYAGATARE",2,"Secondary Education",13,19.06
"8947",10364,"secondary.attendance",3.78,0.021648157481555,"SEVERELY-POOR",2017,"EICV","NYAGATARE",2,"Secondary Education",13,3.78
"8948",10365,"secondary.attendance",5.72,0.0279614333727308,"POOR",2017,"EICV","NYAGATARE",2,"Secondary Education",13,5.72
"8949",10366,"secondary.attendance",28.97,0.0328117670268098,"NON-POOR",2017,"EICV","NYAGATARE",2,"Secondary Education",13,28.97
"8950",10367,"literacy",75.69,0.012853551855946,"TOTAL",2017,"EICV","NYAGATARE",2,"Literacy",14,75.69
"8951",10368,"literacy",79.96,0.0176727207584628,"MALE",2017,"EICV","NYAGATARE",2,"Literacy",14,79.96
"8952",10369,"literacy",71.81,0.0184871180692538,"FEMALE",2017,"EICV","NYAGATARE",2,"Literacy",14,71.81
"8953",10370,"literacy",85.57,0.0299707352462417,"URBAN",2017,"EICV","NYAGATARE",2,"Literacy",14,85.57
"8954",10371,"literacy",74.65,0.0138118107325854,"RURAL",2017,"EICV","NYAGATARE",2,"Literacy",14,74.65
"8955",10372,"literacy",66.1,0.0372460953310776,"SEVERELY-POOR",2017,"EICV","NYAGATARE",2,"Literacy",14,66.1
"8956",10373,"literacy",68.02,0.0316448126394879,"POOR",2017,"EICV","NYAGATARE",2,"Literacy",14,68.02
"8957",10374,"literacy",80.86,0.0140867115182625,"NON-POOR",2017,"EICV","NYAGATARE",2,"Literacy",14,80.86
"8958",10375,"poor",48.31,0.010838445554601,"TOTAL",2017,"EICV","NYAMAGABE",1,"Poverty",1,51.69
"8959",10376,"poor",48.7,0.0154732644235313,"MALE",2017,"EICV","NYAMAGABE",1,"Poverty",1,51.3
"8960",10377,"poor",47.93,0.0151853779723456,"FEMALE",2017,"EICV","NYAMAGABE",1,"Poverty",1,52.07
"8961",10378,"poor",21.19,0.0337953251095426,"URBAN",2017,"EICV","NYAMAGABE",1,"Poverty",1,78.81
"8962",10379,"poor",50,0.0112323698173182,"RURAL",2017,"EICV","NYAMAGABE",1,"Poverty",1,50
"8963",10380,"severely.poor",17.61,0.00827029361111015,"TOTAL",2017,"EICV","NYAMAGABE",1,"Severe Poverty",2,82.39
"8964",10381,"severely.poor",16.93,0.0116313725107046,"MALE",2017,"EICV","NYAMAGABE",1,"Severe Poverty",2,83.07
"8965",10382,"severely.poor",18.27,0.0117489963506527,"FEMALE",2017,"EICV","NYAMAGABE",1,"Severe Poverty",2,81.73
"8966",10383,"severely.poor",13.05,0.027909117810932,"URBAN",2017,"EICV","NYAMAGABE",1,"Severe Poverty",2,86.95
"8967",10384,"severely.poor",17.9,0.00860896727672669,"RURAL",2017,"EICV","NYAMAGABE",1,"Severe Poverty",2,82.1
"8968",10385,"health.insurance",65.36,0.010350560518856,"TOTAL",2017,"EICV","NYAMAGABE",2,"Have Health Insurance",6,65.36
"8969",10386,"health.insurance",63.32,0.0149456180550387,"MALE",2017,"EICV","NYAMAGABE",2,"Have Health Insurance",6,63.32
"8970",10387,"health.insurance",67.33,0.0143184348409346,"FEMALE",2017,"EICV","NYAMAGABE",2,"Have Health Insurance",6,67.33
"8971",10388,"health.insurance",72.04,0.0370974043329103,"URBAN",2017,"EICV","NYAMAGABE",2,"Have Health Insurance",6,72.04
"8972",10389,"health.insurance",64.94,0.0107434838946061,"RURAL",2017,"EICV","NYAMAGABE",2,"Have Health Insurance",6,64.94
"8973",10390,"health.insurance",54.1,0.0257947275243744,"SEVERELY-POOR",2017,"EICV","NYAMAGABE",2,"Have Health Insurance",6,54.1
"8974",10391,"health.insurance",57.51,0.0192101777098615,"POOR",2017,"EICV","NYAMAGABE",2,"Have Health Insurance",6,57.51
"8975",10392,"health.insurance",73.85,0.0134300877816274,"NON-POOR",2017,"EICV","NYAMAGABE",2,"Have Health Insurance",6,73.85
"8976",10393,"care.when.ill",48.59,0.0167960339063609,"TOTAL",2017,"EICV","NYAMAGABE",2,"Receive Care When Ill",7,48.59
"8977",10394,"care.when.ill",48.11,0.025117388046031,"MALE",2017,"EICV","NYAMAGABE",2,"Receive Care When Ill",7,48.11
"8978",10395,"care.when.ill",48.97,0.0225877960883129,"FEMALE",2017,"EICV","NYAMAGABE",2,"Receive Care When Ill",7,48.97
"8979",10396,"care.when.ill",51.96,0.0706635267118325,"URBAN",2017,"EICV","NYAMAGABE",2,"Receive Care When Ill",7,51.96
"8980",10397,"care.when.ill",48.41,0.017278512381852,"RURAL",2017,"EICV","NYAMAGABE",2,"Receive Care When Ill",7,48.41
"8981",10398,"care.when.ill",33.2,0.0378406248038953,"SEVERELY-POOR",2017,"EICV","NYAMAGABE",2,"Receive Care When Ill",7,33.2
"8982",10399,"care.when.ill",42.75,0.0288675763579585,"POOR",2017,"EICV","NYAMAGABE",2,"Receive Care When Ill",7,42.75
"8983",10400,"care.when.ill",57.72,0.0236154627723263,"NON-POOR",2017,"EICV","NYAMAGABE",2,"Receive Care When Ill",7,57.72
"8984",10401,"improved.water",77.25,0.00905976795132713,"TOTAL",2017,"EICV","NYAMAGABE",2,"Clean Water",8,77.25
"8985",10402,"improved.water",76.99,0.0129804873138224,"MALE",2017,"EICV","NYAMAGABE",2,"Clean Water",8,76.99
"8986",10403,"improved.water",77.51,0.0126496020579601,"FEMALE",2017,"EICV","NYAMAGABE",2,"Clean Water",8,77.51
"8987",10404,"improved.water",81.33,0.0323643367938498,"URBAN",2017,"EICV","NYAMAGABE",2,"Clean Water",8,81.33
"8988",10405,"improved.water",77,0.00940920662309491,"RURAL",2017,"EICV","NYAMAGABE",2,"Clean Water",8,77
"8989",10406,"improved.water",74.5,0.0225446967522717,"SEVERELY-POOR",2017,"EICV","NYAMAGABE",2,"Clean Water",8,74.5
"8990",10407,"improved.water",77.98,0.0159373555906838,"POOR",2017,"EICV","NYAMAGABE",2,"Clean Water",8,77.98
"8991",10408,"improved.water",77.76,0.0125806232086169,"NON-POOR",2017,"EICV","NYAMAGABE",2,"Clean Water",8,77.76
"8992",10409,"improved.sanitation",83.06,0.00812436954450962,"TOTAL",2017,"EICV","NYAMAGABE",2,"Improved Sanitation",9,83.06
"8993",10410,"improved.sanitation",83.26,0.0115300542196234,"MALE",2017,"EICV","NYAMAGABE",2,"Improved Sanitation",9,83.26
"8994",10411,"improved.sanitation",82.87,0.0114477797780052,"FEMALE",2017,"EICV","NYAMAGABE",2,"Improved Sanitation",9,82.87
"8995",10412,"improved.sanitation",92.4,0.0220313219026729,"URBAN",2017,"EICV","NYAMAGABE",2,"Improved Sanitation",9,92.4
"8996",10413,"improved.sanitation",82.48,0.00850778928691514,"RURAL",2017,"EICV","NYAMAGABE",2,"Improved Sanitation",9,82.48
"8997",10414,"improved.sanitation",68.06,0.0240372887598535,"SEVERELY-POOR",2017,"EICV","NYAMAGABE",2,"Improved Sanitation",9,68.06
"8998",10415,"improved.sanitation",83.1,0.014532859965548,"POOR",2017,"EICV","NYAMAGABE",2,"Improved Sanitation",9,83.1
"8999",10416,"improved.sanitation",88.14,0.00982855103102164,"NON-POOR",2017,"EICV","NYAMAGABE",2,"Improved Sanitation",9,88.14
"9000",10417,"electric.lighting",9.93,0.00646762882897848,"TOTAL",2017,"EICV","NYAMAGABE",2,"Electricity",10,9.93
"9001",10418,"electric.lighting",9.81,0.00917578831880173,"MALE",2017,"EICV","NYAMAGABE",2,"Electricity",10,9.81
"9002",10419,"electric.lighting",10.04,0.00911632599394278,"FEMALE",2017,"EICV","NYAMAGABE",2,"Electricity",10,10.04
"9003",10420,"electric.lighting",43.33,0.0410342178024657,"URBAN",2017,"EICV","NYAMAGABE",2,"Electricity",10,43.33
"9004",10421,"electric.lighting",7.84,0.00611973619389962,"RURAL",2017,"EICV","NYAMAGABE",2,"Electricity",10,7.84
"9005",10422,"electric.lighting",5.89,0.012216067242241,"SEVERELY-POOR",2017,"EICV","NYAMAGABE",2,"Electricity",10,5.89
"9006",10423,"electric.lighting",3.24,0.00711998287874579,"POOR",2017,"EICV","NYAMAGABE",2,"Electricity",10,3.24
"9007",10424,"electric.lighting",15.27,0.0107895175770621,"NON-POOR",2017,"EICV","NYAMAGABE",2,"Electricity",10,15.27
"9008",10425,"primary.attendance",91.05,0.0151277741574816,"TOTAL",2017,"EICV","NYAMAGABE",2,"Primary Education",12,91.05
"9009",10426,"primary.attendance",90.83,0.0212213655585877,"MALE",2017,"EICV","NYAMAGABE",2,"Primary Education",12,90.83
"9010",10427,"primary.attendance",91.29,0.0215313267612653,"FEMALE",2017,"EICV","NYAMAGABE",2,"Primary Education",12,91.29
"9011",10429,"primary.attendance",90.59,0.0158691410887779,"RURAL",2017,"EICV","NYAMAGABE",2,"Primary Education",12,90.59
"9012",10430,"primary.attendance",86.55,0.0346502365865456,"SEVERELY-POOR",2017,"EICV","NYAMAGABE",2,"Primary Education",12,86.55
"9013",10431,"primary.attendance",89.81,0.0268012479952879,"POOR",2017,"EICV","NYAMAGABE",2,"Primary Education",12,89.81
"9014",10432,"primary.attendance",95.45,0.0182662570323762,"NON-POOR",2017,"EICV","NYAMAGABE",2,"Primary Education",12,95.45
"9015",10433,"secondary.attendance",17.99,0.0216826200469635,"TOTAL",2017,"EICV","NYAMAGABE",2,"Secondary Education",13,17.99
"9016",10434,"secondary.attendance",17.15,0.0291356566089586,"MALE",2017,"EICV","NYAMAGABE",2,"Secondary Education",13,17.15
"9017",10435,"secondary.attendance",18.92,0.032354507862598,"FEMALE",2017,"EICV","NYAMAGABE",2,"Secondary Education",13,18.92
"9018",10436,"secondary.attendance",37.44,0.120962452886804,"URBAN",2017,"EICV","NYAMAGABE",2,"Secondary Education",13,37.44
"9019",10437,"secondary.attendance",17.1,0.0218729033981379,"RURAL",2017,"EICV","NYAMAGABE",2,"Secondary Education",13,17.1
"9020",10438,"secondary.attendance",5.84,0.0328780820477782,"SEVERELY-POOR",2017,"EICV","NYAMAGABE",2,"Secondary Education",13,5.84
"9021",10439,"secondary.attendance",12.48,0.0326279907466397,"POOR",2017,"EICV","NYAMAGABE",2,"Secondary Education",13,12.48
"9022",10440,"secondary.attendance",25.01,0.0339350622869532,"NON-POOR",2017,"EICV","NYAMAGABE",2,"Secondary Education",13,25.01
"9023",10441,"literacy",72.69,0.012513869664149,"TOTAL",2017,"EICV","NYAMAGABE",2,"Literacy",14,72.69
"9024",10442,"literacy",77.26,0.0171083888655001,"MALE",2017,"EICV","NYAMAGABE",2,"Literacy",14,77.26
"9025",10443,"literacy",68.55,0.0179916914514048,"FEMALE",2017,"EICV","NYAMAGABE",2,"Literacy",14,68.55
"9026",10444,"literacy",87.79,0.0345043880805184,"URBAN",2017,"EICV","NYAMAGABE",2,"Literacy",14,87.79
"9027",10445,"literacy",71.72,0.0130888904040416,"RURAL",2017,"EICV","NYAMAGABE",2,"Literacy",14,71.72
"9028",10446,"literacy",66.32,0.0352462206207754,"SEVERELY-POOR",2017,"EICV","NYAMAGABE",2,"Literacy",14,66.32
"9029",10447,"literacy",67.37,0.0244587370925285,"POOR",2017,"EICV","NYAMAGABE",2,"Literacy",14,67.37
"9030",10448,"literacy",76.91,0.0157255043138831,"NON-POOR",2017,"EICV","NYAMAGABE",2,"Literacy",14,76.91
"9031",10449,"poor",69.03,0.00994819616992331,"TOTAL",2017,"EICV","NYAMASHEKE",1,"Poverty",1,30.97
"9032",10450,"poor",70.09,0.0144176439402799,"MALE",2017,"EICV","NYAMASHEKE",1,"Poverty",1,29.91
"9033",10451,"poor",68.1,0.013731680988047,"FEMALE",2017,"EICV","NYAMASHEKE",1,"Poverty",1,31.9
"9034",10452,"poor",14.19,0.0354962440278299,"URBAN",2017,"EICV","NYAMASHEKE",1,"Poverty",1,85.81
"9035",10453,"poor",69.87,0.0100520497496511,"RURAL",2017,"EICV","NYAMASHEKE",1,"Poverty",1,30.13
"9036",10454,"severely.poor",41.35,0.0106499435352778,"TOTAL",2017,"EICV","NYAMASHEKE",1,"Severe Poverty",2,58.65
"9037",10455,"severely.poor",43.7,0.0157279403487774,"MALE",2017,"EICV","NYAMASHEKE",1,"Severe Poverty",2,56.3
"9038",10456,"severely.poor",39.31,0.0144364302704397,"FEMALE",2017,"EICV","NYAMASHEKE",1,"Severe Poverty",2,60.69
"9039",10457,"severely.poor",10.74,0.0310895970641369,"URBAN",2017,"EICV","NYAMASHEKE",1,"Severe Poverty",2,89.26
"9040",10458,"severely.poor",41.82,0.01079319372279,"RURAL",2017,"EICV","NYAMASHEKE",1,"Severe Poverty",2,58.18
"9041",10459,"health.insurance",83.53,0.00808314516710214,"TOTAL",2017,"EICV","NYAMASHEKE",2,"Have Health Insurance",6,83.53
"9042",10460,"health.insurance",82.37,0.0121761940634488,"MALE",2017,"EICV","NYAMASHEKE",2,"Have Health Insurance",6,82.37
"9043",10461,"health.insurance",84.54,0.0107724722669706,"FEMALE",2017,"EICV","NYAMASHEKE",2,"Have Health Insurance",6,84.54
"9044",10462,"health.insurance",95.39,0.0224293448064544,"URBAN",2017,"EICV","NYAMASHEKE",2,"Have Health Insurance",6,95.39
"9045",10463,"health.insurance",83.35,0.00819781733493789,"RURAL",2017,"EICV","NYAMASHEKE",2,"Have Health Insurance",6,83.35
"9046",10464,"health.insurance",78.58,0.0139027475881317,"SEVERELY-POOR",2017,"EICV","NYAMASHEKE",2,"Have Health Insurance",6,78.58
"9047",10465,"health.insurance",84.68,0.0146113243260899,"POOR",2017,"EICV","NYAMASHEKE",2,"Have Health Insurance",6,84.68
"9048",10466,"health.insurance",89.12,0.0125362784305368,"NON-POOR",2017,"EICV","NYAMASHEKE",2,"Have Health Insurance",6,89.12
"9049",10467,"care.when.ill",67.65,0.0168726040633534,"TOTAL",2017,"EICV","NYAMASHEKE",2,"Receive Care When Ill",7,67.65
"9050",10468,"care.when.ill",65.44,0.0261605709952864,"MALE",2017,"EICV","NYAMASHEKE",2,"Receive Care When Ill",7,65.44
"9051",10469,"care.when.ill",69.31,0.022036464836945,"FEMALE",2017,"EICV","NYAMASHEKE",2,"Receive Care When Ill",7,69.31
"9052",10470,"care.when.ill",75.39,0.0826069312201999,"URBAN",2017,"EICV","NYAMASHEKE",2,"Receive Care When Ill",7,75.39
"9053",10471,"care.when.ill",67.57,0.0170264224429134,"RURAL",2017,"EICV","NYAMASHEKE",2,"Receive Care When Ill",7,67.57
"9054",10472,"care.when.ill",64.99,0.0275142727076328,"SEVERELY-POOR",2017,"EICV","NYAMASHEKE",2,"Receive Care When Ill",7,64.99
"9055",10473,"care.when.ill",65.14,0.0318883445246581,"POOR",2017,"EICV","NYAMASHEKE",2,"Receive Care When Ill",7,65.14
"9056",10474,"care.when.ill",73.27,0.0282524928239513,"NON-POOR",2017,"EICV","NYAMASHEKE",2,"Receive Care When Ill",7,73.27
"9057",10475,"improved.water",81.17,0.00849705638914304,"TOTAL",2017,"EICV","NYAMASHEKE",2,"Clean Water",8,81.17
"9058",10476,"improved.water",81.02,0.0125154867850695,"MALE",2017,"EICV","NYAMASHEKE",2,"Clean Water",8,81.02
"9059",10477,"improved.water",81.3,0.0115718895006789,"FEMALE",2017,"EICV","NYAMASHEKE",2,"Clean Water",8,81.3
"9060",10478,"improved.water",96.18,0.016839456324645,"URBAN",2017,"EICV","NYAMASHEKE",2,"Clean Water",8,96.18
"9061",10479,"improved.water",80.94,0.00861981124628506,"RURAL",2017,"EICV","NYAMASHEKE",2,"Clean Water",8,80.94
"9062",10480,"improved.water",76.41,0.0144027030063158,"SEVERELY-POOR",2017,"EICV","NYAMASHEKE",2,"Clean Water",8,76.41
"9063",10481,"improved.water",84.69,0.0148603888506588,"POOR",2017,"EICV","NYAMASHEKE",2,"Clean Water",8,84.69
"9064",10482,"improved.water",84.39,0.014060657329352,"NON-POOR",2017,"EICV","NYAMASHEKE",2,"Clean Water",8,84.39
"9065",10483,"improved.sanitation",97.12,0.00367877495826327,"TOTAL",2017,"EICV","NYAMASHEKE",2,"Improved Sanitation",9,97.12
"9066",10484,"improved.sanitation",97.23,0.00527779755662931,"MALE",2017,"EICV","NYAMASHEKE",2,"Improved Sanitation",9,97.23
"9067",10485,"improved.sanitation",97.03,0.00512245784798142,"FEMALE",2017,"EICV","NYAMASHEKE",2,"Improved Sanitation",9,97.03
"9068",10487,"improved.sanitation",97.08,0.00373482423273445,"RURAL",2017,"EICV","NYAMASHEKE",2,"Improved Sanitation",9,97.08
"9069",10488,"improved.sanitation",96.17,0.00655794220001936,"SEVERELY-POOR",2017,"EICV","NYAMASHEKE",2,"Improved Sanitation",9,96.17
"9070",10489,"improved.sanitation",98.02,0.0059103903335434,"POOR",2017,"EICV","NYAMASHEKE",2,"Improved Sanitation",9,98.02
"9071",10490,"improved.sanitation",97.59,0.00601546520440121,"NON-POOR",2017,"EICV","NYAMASHEKE",2,"Improved Sanitation",9,97.59
"9072",10491,"electric.lighting",26.3,0.00944118202165173,"TOTAL",2017,"EICV","NYAMASHEKE",2,"Electricity",10,26.3
"9073",10492,"electric.lighting",27.17,0.0139836469852185,"MALE",2017,"EICV","NYAMASHEKE",2,"Electricity",10,27.17
"9074",10493,"electric.lighting",25.54,0.0127900059383265,"FEMALE",2017,"EICV","NYAMASHEKE",2,"Electricity",10,25.54
"9075",10494,"electric.lighting",73.13,0.0454052580772734,"URBAN",2017,"EICV","NYAMASHEKE",2,"Electricity",10,73.13
"9076",10495,"electric.lighting",25.58,0.00953674869064479,"RURAL",2017,"EICV","NYAMASHEKE",2,"Electricity",10,25.58
"9077",10496,"electric.lighting",9.71,0.00998709859327627,"SEVERELY-POOR",2017,"EICV","NYAMASHEKE",2,"Electricity",10,9.71
"9078",10497,"electric.lighting",26.06,0.0181579942725433,"POOR",2017,"EICV","NYAMASHEKE",2,"Electricity",10,26.06
"9079",10498,"electric.lighting",48.66,0.0192267042202911,"NON-POOR",2017,"EICV","NYAMASHEKE",2,"Electricity",10,48.66
"9080",10499,"primary.attendance",90.58,0.0156362220669751,"TOTAL",2017,"EICV","NYAMASHEKE",2,"Primary Education",12,90.58
"9081",10500,"primary.attendance",89.91,0.0223717185427675,"MALE",2017,"EICV","NYAMASHEKE",2,"Primary Education",12,89.91
"9082",10501,"primary.attendance",91.26,0.021852215596494,"FEMALE",2017,"EICV","NYAMASHEKE",2,"Primary Education",12,91.26
"9083",10502,"primary.attendance",87.73,0.0806338725666,"URBAN",2017,"EICV","NYAMASHEKE",2,"Primary Education",12,87.73
"9084",10503,"primary.attendance",90.63,0.0158481529233595,"RURAL",2017,"EICV","NYAMASHEKE",2,"Primary Education",12,90.63
"9085",10504,"primary.attendance",88.34,0.0245263030011788,"SEVERELY-POOR",2017,"EICV","NYAMASHEKE",2,"Primary Education",12,88.34
"9086",10505,"primary.attendance",91.15,0.0285351227758731,"POOR",2017,"EICV","NYAMASHEKE",2,"Primary Education",12,91.15
"9087",10506,"primary.attendance",95.01,0.023656662421338,"NON-POOR",2017,"EICV","NYAMASHEKE",2,"Primary Education",12,95.01
